"NMSPC_CD","PARM_DTL_TYP_CD","PARM_NM","OBJ_ID","VER_NBR","PARM_TYP_CD","TXT","PARM_DESC_TXT","CONS_CD","APPL_NMSPC_CD"
"KC-PD","Document","TUITION_UNDERGRAD_COST_ELEMENTS","AA3F2E2DAD5CD111E040DC0A1F8A01E3","1","CONFG","TUIUNDGR","TUITION_UNDERGRAD_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
"KC-PD","Document","deliveryInfoDisplayIndicator","AA3F29ECA7D277DAE040DC0A1F8A01CC","1","CONFG","Y","Flag to display delivery infor panel","A","KC"
"KC-PD","Document","initialUnitLoadDepth","AA3F29ECA7D377DAE040DC0A1F8A01CC","1","CONFG","3","Initial UnitHierarchy Load Depth","A","KC"
"KC-PD","Document","instituteNarrativeTypeGroup","AA3F29ECA7D477DAE040DC0A1F8A01CC","1","CONFG","O","Define Narrative Type Group for Institute Attachments","A","KC"
"KC-PD","Document","pessimisticLocking.cronExpression","AA3F29ECA7D577DAE040DC0A1F8A01CC","1","CONFG","0 0 1 * * ?","The Cron Expression for Quartz to activate a clearing of old locks","A","KC"
"KC-PD","Document","pessimisticLocking.expirationAge","AA3F29ECA7D677DAE040DC0A1F8A01CC","1","CONFG","1440","The expiration timeout in minutes; expired locks are deleted","A","KC"
"KC-PD","Document","pessimisticLocking.timeout","AA3F29ECA7D777DAE040DC0A1F8A01CC","1","CONFG","1440","The expiration timeout in minutes; expired locks are deleted","A","KC"
"KC-PD","Document","proposalDevelopmentAbstractHelpUrl","AA3F29ECA7D877DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/abstracts.htm","Abstract Help","A","KC"
"KC-PD","Document","proposalDevelopmentAbstractsAttachmentsHelp","AA3F29ECA7D977DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/abstractsandattachments.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentActionsHelp","AA3F29ECA7DA77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/proposalactions.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentBudgetVersionsHelp","AA3F29ECA7DB77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetversions.htm","Budget Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentCopyCriteriaHelpUrl","AA3F29ECA7DC77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/copytonewdocument.htm","Proposal Copy Criteria Help","A","KC"
"KC-PD","Document","proposalDevelopmentCreditSplitHelpUrl","AA3F29ECA7DD77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/combinedcreditsplit.htm","Credit Split Help","A","KC"
"KC-PD","Document","proposalDevelopmentCustomAttributeHelpUrl","AA3F29ECA7DE77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/customattributes.htm","Custom Attribute Help","A","KC"
"KC-PD","Document","proposalDevelopmentCustomDataHelp","AA3F29ECA7DF77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/customdata.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentDocumentHelp","AA3F29ECA7E077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/proposaldevelopment.htm","Proposal Development Document Help","A","KC"
"KC-PD","Document","proposalDevelopmentGrantsGovHelp","AA3F29ECA7E177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/grantsgov.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentKeyPersonnelHelp","AA3F29ECA7E277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/keypersonnel.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentKeywordsHelpUrl","AA3F29ECA7E377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/keywords.htm","Keywords Help","A","KC"
"KC-PD","Document","proposalDevelopmentLocationHelpUrl","AA3F29ECA7E477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/organizationlocation.htm","Location Help","A","KC"
"KC-PD","Document","proposalDevelopmentMailByHelpUrl","AA3F29ECA7E577DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/deliveryinfo.htm","Mail By Help","A","KC"
"KC-PD","Document","proposalDevelopmentNarrativeHelpUrl","AA3F29ECA7E677DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/proposalattachments.htm","Narrative Help","A","KC"
"KC-PD","Document","proposalDevelopmentOpportunityHelpUrl","AA3F29ECA7E777DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/opportunitysearch.htm","Grants.gov Opportunity Help","A","KC"
"KC-PD","Document","proposalDevelopmentOrganizationHelpUrl","AA3F29ECA7E877DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/organizationlocation.htm","Organization Help","A","KC"
"KC-PD","Document","proposalDevelopmentPermissionsHelp","AA3F29ECA7E977DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/permissions1.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentPersonHelpUrl","AA3F29ECA7EA77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/personattributes.htm","Person Help","A","KC"
"KC-PD","Document","proposalDevelopmentProposalHelp","AA3F29ECA7EB77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/proposal.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentProposalTypeHelpUrl","AA3F29ECA7EC77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/requiredfieldsforsavingdocument.htm","Proposal Type Help","A","KC"
"KC-PD","Document","proposalDevelopmentQuestionsHelp","AA3F29ECA7ED77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/questions.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentSpecialReviewHelp","AA3F29ECA7EE77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/specialreview.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposalDevelopmentSpecialReviewHelpUrl","AA3F29ECA7EF77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/specialreview.htm","Special Review Help","A","KC"
"KC-PD","Document","proposalDevelopmentSponsorHelpUrl","AA3F29ECA7F077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/sponsorprograminformation.htm","Sponsor Help","A","KC"
"KC-PD","Document","proposalDevelopmentYnqHelpUrl","AA3F29ECA7F177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/proposalquestions.htm","Yes/No Questions Help","A","KC"
"KC-PD","Document","proposalNarrativeTypeGroup","AA3F29ECA7F277DAE040DC0A1F8A01CC","1","CONFG","P","Define Narrative Type Group for Proposal Attachments","A","KC"
"KC-PD","Document","proposalUserHelpUrl","AA3F29ECA7F377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/keypersonnel.htm","Proposal Development Page Help","A","KC"
"KC-PD","Document","proposaldevelopment.autogenerate.institutionalproposal","AA3F29ECA7F477DAE040DC0A1F8A01CC","1","CONFG","Y","Should an Institutional Proposal be automatically generated","A","KC"
"KC-PD","Document","proposaldevelopment.creditsplit.enabled","AA3F29ECA7F577DAE040DC0A1F8A01CC","1","CONFG","Y","Determines whether the Credit Split is turned on for proposal","A","KC"
"KC-PD","Document","proposaldevelopment.displayKeywordPanel","AA3F29ECA7F677DAE040DC0A1F8A01CC","1","CONFG","TRUE","Display Proposal Keyword panel","A","KC"
"KC-PD","Document","proposaldevelopment.proposaltype.continuation","AA3F29ECA7F777DAE040DC0A1F8A01CC","1","CONFG","4","ProposalTypeCode of CONTINUATION","A","KC"
"KC-PD","Document","proposaldevelopment.proposaltype.new","AA3F29ECA7F877DAE040DC0A1F8A01CC","1","CONFG","1","ProposalTypeCode of NEW","A","KC"
"KC-PD","Document","proposaldevelopment.proposaltype.renewal","AA3F29ECA7F977DAE040DC0A1F8A01CC","1","CONFG","3","ProposalTypeCode of RENEWAL","A","KC"
"KC-PD","Document","proposaldevelopment.proposaltype.resubmission","AA3F29ECA7FA77DAE040DC0A1F8A01CC","1","CONFG","2","ProposalTypeCode of RESUBMISSION","A","KC"
"KC-PD","Document","proposaldevelopment.proposaltype.revision","AA3F29ECA7FB77DAE040DC0A1F8A01CC","1","CONFG","5","ProposalTypeCode of REVISION","A","KC"
"KC-PD","Document","s2s.revisiontype.other","AA3F29ECA7FC77DAE040DC0A1F8A01CC","1","CONFG","E","RevisionType of Other","A","KC"
"KC-PD","Document","s2s.submissiontype.application","AA3F29ECA7FD77DAE040DC0A1F8A01CC","1","CONFG","2","Submission Type of Application","A","KC"
"KC-PD","Document","s2s.submissiontype.changedCorrected","AA3F29ECA7FE77DAE040DC0A1F8A01CC","1","CONFG","3","SubmissionType of Changed/Corrected","A","KC"
"KC-PD","Document","s2sschedulercronExpressionstarttime","AA3F29ECA7FF77DAE040DC0A1F8A01CC","1","CONFG","01-JAN-2010 01:00 AM","Start Time expression for the S2S Polling Process. The S2S Polling Process will only start if this parameters date is before today. Must be formatted as ""dd-MMM-yyyy hh:mm a"". For example ""01-JAN-2010 01:00 AM"".","A","KC"
"KC-PD","Lookup","multipleValueLookupResultsPerPage","AA3F29ECA80077DAE040DC0A1F8A01CC","1","CONFG","200","Limit results returned for lookup - multiple results","A","KC"
"KC-PROTOCOL","Document","IRB_COMM_SELECTION_DURING_SUBMISSION","AA3F29ECA80177DAE040DC0A1F8A01CC","1","CONFG","O","Implementing institution can decide to allow committee/schedule/reviewers to be selected upon an IRB submission.","A","KC"
"KC-PROTOCOL","Document","IRB_DISPLAY_REVIEWER_NAME_TO_ACTIVE_COMMITTEE_MEMBERS","AA3F2ECC2868ADD5E040DC0A1F8A01F1","1","CONFG","1","Display Reviewer Name to Active Committee Members","A","KC"
"KC-PROTOCOL","Document","IRB_DISPLAY_REVIEWER_NAME_TO_PROTOCOL_PERSONNEL","AA3F2ECC2866ADD5E040DC0A1F8A01F1","1","CONFG","1","Display Reviewer Name to Protocol Personnel","A","KC"
"KC-PROTOCOL","Document","IRB_DISPLAY_REVIEWER_NAME_TO_REVIEWERS","AA3F2ECC2867ADD5E040DC0A1F8A01F1","1","CONFG","1","Display Reviewer Name to Primary and Secondary Reviewers","A","KC"
"KC-PROTOCOL","Document","irb.protocol.award.linking.enabled","AA3F29ECA80277DAE040DC0A1F8A01CC","1","CONFG","Y","Linking from Award to Protocol Funding source is configurable at impl time","A","KC"
"KC-PROTOCOL","Document","irb.protocol.billable","AA3F29ECA80377DAE040DC0A1F8A01CC","1","CONFG","Y","Billable is configurable at impl time","A","KC"
"KC-PROTOCOL","Document","irb.protocol.development.proposal.linking.enabled","AA3F29ECA80477DAE040DC0A1F8A01CC","1","CONFG","Y","Linking from Development Proposal to PROTOCOL Funding source is configurable at impl time","A","KC"
"KC-PROTOCOL","Document","irb.protocol.institute.proposal.linking.enabled","AA3F29ECA80577DAE040DC0A1F8A01CC","1","CONFG","Y","Linking from Institute Proposal to PROTOCOL Funding source is configurable at impl time","A","KC"
"KC-PROTOCOL","Document","irb.protocol.protocoltype.exempt","AA3F29ECA80677DAE040DC0A1F8A01CC","1","CONFG","4","Protocol Type Exempt","A","KC"
"KC-PROTOCOL","Document","irb.protocol.referenceID1","AA3F29ECA80777DAE040DC0A1F8A01CC","1","CONFG","Reference ID1","Referece id is configurable at impl time","A","KC"
"KC-PROTOCOL","Document","irb.protocol.referenceID2","AA3F29ECA80877DAE040DC0A1F8A01CC","1","CONFG","Reference ID2","Referece id is configurable at impl time","A","KC"
"KC-PROTOCOL","Document","protocolActionsHelp","AA3F29ECA80977DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/protocolactions.htm","Protocol Actions Page Help","A","KC"
"KC-PROTOCOL","Document","protocolAddPersonnelAttachmentHelpUrl","AA3F29ECA80A77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/addpersonnelattachment.htm","Protocol Add Personnel Attachments Help","A","KC"
"KC-PROTOCOL","Document","protocolAddProtocolAttachmentHelpUrl","AA3F29ECA80B77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/addprotocolattachment.htm","Protocol Add Protocol Attachments Help","A","KC"
"KC-PROTOCOL","Document","protocolAdditionalInformationHelpUrl","AA3F29ECA80C77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/additionalinformation.htm","Protocol Additional Information Help","A","KC"
"KC-PROTOCOL","Document","protocolAreaOfResearchHelpUrl","AA3F29ECA80D77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/areaofresearch.htm","Protocol Area of Research Help","A","KC"
"KC-PROTOCOL","Document","protocolAssignedRolesHelp","AAE016CCF8CD5107E040DC0A1F8A7C64","1","HELP","default.htm?turl=Documents/assignedroles1.htm","Assigned Roles Help","A","KC"
"KC-PROTOCOL","Document","protocolAttachmentDefaultSort","AA3F2F5F1BC90D45E040DC0A1F8A0205","1","CONFG","ATTP","Default sort for protocol attachments","A","KC"
"KC-PROTOCOL","Document","protocolAvailableActionsHelpUrl","AA3F29ECA80E77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/requestanaction.htm","Protocol Available Actions Help","A","KC"
"KC-PROTOCOL","Document","protocolCustomDataHelp","AA3F29ECA80F77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/customdata3.htm","Protocol Custom Data Page Help","A","KC"
"KC-PROTOCOL","Document","protocolFundingSourcesHelpUrl","AA3F29ECA81077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/fundingsources.htm","Protocol Funding Sources Help","A","KC"
"KC-PROTOCOL","Document","protocolNotesAndAttachmentsHelp","AA3F29ECA81177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/notesattachments.htm","Protocol Notes and Attachments Page Help","A","KC"
"KC-PROTOCOL","Document","protocolNotesHelpUrl","AA3F29ECA81277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/notes2.htm","Protocol Notes Help","A","KC"
"KC-PROTOCOL","Document","protocolOrganizationsHelpUrl","AA3F29ECA81377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/organizations.htm","Protocol Organizations Help","A","KC"
"KC-PROTOCOL","Document","protocolOtherIdentifiersHelpUrl","AA3F29ECA81477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/otheridentifiers.htm","Protocol Other Identifiers Help","A","KC"
"KC-PROTOCOL","Document","protocolParticipantTypesHelpUrl","AA3F29ECA81577DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/participanttypes.htm","Protocol Participant Types Help","A","KC"
"KC-PROTOCOL","Document","protocolPermissionsHelp","AA3F29ECA81677DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/permissions2.htm","Protocol Permissions Page Help","A","KC"
"KC-PROTOCOL","Document","protocolPersonTrainingSectionRequired","AA3F29ECA81777DAE040DC0A1F8A01CC","1","CONFG","True","Implementing institution can decide on whether to display training section","A","KC"
"KC-PROTOCOL","Document","protocolPersonnelHelp","AA3F29ECA81877DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/personnel3.htm","Protocol Personnel Page Help","A","KC"
"KC-PROTOCOL","Document","protocolPersonnelHelpUrl","AA3F29ECA81977DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/persondetails1.htm","Protocol Add Personnel Help","A","KC"
"KC-PROTOCOL","Document","protocolProtocolHelp","AA3F29ECA81A77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/protocol1.htm","Protocol Page Help","A","KC"
"KC-PROTOCOL","Document","protocolQuestionnaireHelp","AA3F29ECA81B77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/questionnaire.htm","Protocol Questionnaire Page Help","A","KC"
"KC-PROTOCOL","Document","protocolRequiredFieldsHelpUrl","AA3F29ECA81C77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/requiredfieldsforsavingdocument1.htm","Protocol Required Fields for Saving Document Help","A","KC"
"KC-PROTOCOL","Document","protocolSpecialReviewHelp","AA3F29ECA81D77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/specialreview3.htm","Protocol Special Review Page Help","A","KC"
"KC-PROTOCOL","Document","protocolStatusAndDatesHelpUrl","AA3F29ECA81E77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/statusdates.htm","Protocol Status and Dates Help","A","KC"
"KC-QUESTIONNAIRE","Document","questionnaireQuestionHelpUrl","AA3F29ECA81F77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/question.htm","Questionnaire Question Help","A","KC"
"KC-QUESTIONNAIRE","Document","questionnaireQuestionnaireHelpUrl","AA3F29ECA82077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/questionnaire1.htm","Questionnaire Page Help","A","KC"
"KC-QUESTIONNAIRE","P","associateModuleQuestionnairePermission","AA3F29ECA82177DAE040DC0A1F8A01CC","1","CONFG","Modify Protocol:KC-PROTOCOL;Maintain Questionnaire Usage:KC-PD;Maintain Questionnaire Usage:KC-PROTOCOL;Edit Institutional Proposal:KC-IP","List of permissions that are allowed to associate a module with questionnaire.","A","KC"
"KC-T","Document","PendingTransactionHelp","AA3F29ECA82277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/transactions.htm","Pending Transaction Help","A","KC"
"KC-T","Document","TransactionHelp","AA3F29ECA82377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/transactions.htm","Transaction Help","A","KC"
"KC-T","Document","awardHierarchyHelpUrl","AA3F29ECA82477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/hierarchyactions.htm","Award Hierarchy Help","A","KC"
"KC-T","Document","awardHierarchyNodeHelpUrl","AA3F29ECA82577DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/multinodeaward.htm","Award Hierarchy Help","A","KC"
"KC-T","Document","timeAndMoneyHelp","AA3F29ECA82677DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/timeandmoney.htm","Time And Money Help","A","KC"
"KC-AB","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BD50D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-ADM","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BCE0D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-AWARD","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BD00D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-B","Document","ENABLE_COST_SHARE_SUBMIT","73aa5808-4e2c-4463-ab8f-1e2950113ae2","1","CONFG","1","Enable schools the option to submit or not-submit cost sharing at the summary and \/ or line item levels","A","KUALI"
"KC-IP","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BD60D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-PD","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BD20D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-PROTOCOL","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BD10D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-SYS","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BD40D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-T","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BCF0D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-UNT","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BCD0D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
"KC-WKFLW","All","KIM_SHOW_BLANK_QUALIFIERS","AA3F2F5F1BD30D45E040DC0A1F8A0205","1","CONFG","N","Whether to show the blank qualifiers in KIM Maintenance Screens","A","KUALI"
